customer_id,first_name,last_name,email,phone,registration_date,city,state,country,age_group
CUST000053,Gary,Callahan,cust000053@example.com,7885292139916,2025-03-16,Monicaville,Wyoming,Jordan,46-60
CUST000054,David,Walker,cust000054@example.com,8047652313097,2024-02-15,Danielview,North Dakota,British Indian Ocean Territory (Chagos Archipelago),36-45
CUST000055,Laura,Montoya,cust000055@example.com,9285512618710,2024-04-26,South Ashlee,New Jersey,Norfolk Island,26-35
CUST000056,Stephanie,Ortega,cust000056@example.com,3441597057382,2025-08-30,Farrellhaven,Texas,Kyrgyz Republic,26-35
CUST000057,Laura,Mcdowell,cust000057@example.com,2853345525586,2024-04-23,South Tammy,Oregon,Palau,26-35
CUST000058,Lance,Martinez,cust000058@example.com,1390977811019,2025-09-25,Bellchester,Tennessee,Burkina Faso,46-60
CUST000059,Kari,Ortiz,cust000059@example.com,3472405454661,2025-08-08,Ashleybury,Indiana,Saint Vincent and the Grenadines,18-25
CUST000060,Mary,Brooks,cust000060@example.com,1250586714106,2025-06-10,West Johntown,Wisconsin,Singapore,36-45
CUST000061,Rickey,Cole,cust000061@example.com,6516987249382,2024-04-07,East Kyleview,Texas,Pitcairn Islands,46-60
CUST000062,Bryan,Martin,cust000062@example.com,1032243063289,2025-10-20,Lake Annaport,Montana,Greece,18-25
CUST000063,Eddie,Jones,cust000063@example.com,7070346298917,2024-12-15,North Carrie,Rhode Island,Ghana,46-60
CUST000064,Jennifer,Coleman,cust000064@example.com,7436097807601,2024-10-26,Jasonhaven,Rhode Island,Cambodia,60+
CUST000065,Briana,Adams,cust000065@example.com,9069466598515,2025-04-08,Cheyennefort,Minnesota,Guyana,26-35
CUST000066,Jacqueline,Bass,cust000066@example.com,0687988165990,2024-02-27,South Jamesmouth,West Virginia,Uruguay,36-45
CUST000067,John,Franco,cust000067@example.com,7903467952216,2024-04-26,Webbmouth,New York,Saint Pierre and Miquelon,26-35
CUST000068,Kelsey,Mcgee,cust000068@example.com,6114659425689,2024-06-04,North Jacob,Alaska,Papua New Guinea,18-25
CUST000069,Robert,Bush,cust000069@example.com,3490240816108,2024-08-02,Port Emily,New Hampshire,Tokelau,36-45
CUST000070,Alan,Johnson,cust000070@example.com,2781727920806,2025-05-10,Hamiltonstad,Minnesota,Malawi,18-25
CUST000071,Gerald,Ford,cust000071@example.com,7360768801360,2025-02-08,New Nicholas,Delaware,Tuvalu,26-35
CUST000072,Donald,Green,cust000072@example.com,2600567667924,2024-11-05,Heidimouth,Louisiana,Ecuador,46-60
CUST000073,Stacey,Martinez,cust000073@example.com,5730296321184,2025-08-15,East Crystal,New Jersey,Hungary,46-60
CUST000074,Sara,Curry,cust000074@example.com,8554146454610,2025-03-14,Port Erinmouth,New Mexico,Italy,36-45
CUST000075,Cheryl,Roy,cust000075@example.com,1188369764446,2025-03-15,Jessicafurt,Wyoming,Gabon,46-60
CUST000076,William,Bryant,cust000076@example.com,5834785417069,2025-01-02,West Shane,South Dakota,Japan,26-35
CUST000077,Karen,Hanson,cust000077@example.com,4760168312219,2025-06-19,New Davidside,Pennsylvania,Estonia,18-25
CUST000078,Wayne,Lopez,cust000078@example.com,8382480019754,2024-10-18,West Timothy,New York,Germany,26-35
CUST000079,Amanda,Hunt,cust000079@example.com,4089063132612,2025-01-05,Markville,South Dakota,Liberia,60+
CUST000080,Amanda,Walker,cust000080@example.com,5762184048224,2024-10-28,West Benjaminmouth,South Carolina,American Samoa,26-35
CUST000081,Molly,Garcia,cust000081@example.com,3242125196288,2024-04-02,West Carolinestad,Oregon,United States Minor Outlying Islands,18-25
CUST000082,Gerald,Ortiz,cust000082@example.com,6152654111334,2025-07-20,Claystad,Alabama,Austria,60+
CUST000083,Philip,Ortiz,cust000083@example.com,5622549679446,2024-08-14,Port Brian,Colorado,Palestinian Territory,18-25
CUST000084,Edward,Anderson,cust000084@example.com,4413761101249,2024-07-21,Littleville,Utah,Aruba,36-45
CUST000085,Kathryn,Miller,cust000085@example.com,6693587891310,2024-05-20,Christinemouth,New Mexico,Saudi Arabia,60+
CUST000086,Denise,Green,cust000086@example.com,4348215645739,2024-07-18,Moorefort,Tennessee,Colombia,18-25
CUST000087,Bryan,Reid,cust000087@example.com,5532075605692,2025-06-29,Port John,Wyoming,Argentina,46-60
CUST000088,Vicki,Scott,cust000088@example.com,1895631534447,2024-10-26,Aguilarhaven,Vermont,Andorra,46-60
CUST000089,Arthur,Hamilton,cust000089@example.com,1577296393339,2025-08-29,Warnerfurt,Iowa,Sudan,36-45
CUST000090,Mary,Krause,cust000090@example.com,5251089656230,2025-05-13,Krausemouth,Alabama,Netherlands,18-25
CUST000091,Brittney,Taylor,cust000091@example.com,5133609293359,2024-05-17,Contrerasberg,Rhode Island,Seychelles,18-25
CUST000092,Kelsey,Casey,cust000092@example.com,6397575935554,2024-12-10,New Mitchell,Ohio,Antarctica (the territory South of 60 deg S),60+
CUST000093,Ebony,Robbins,cust000093@example.com,0368978366747,2025-06-22,South Michaelborough,Colorado,Tanzania,18-25
CUST000094,Phillip,Taylor,cust000094@example.com,3560695136394,2024-01-16,Dillonchester,Florida,Cambodia,36-45
CUST000095,Brian,Diaz,cust000095@example.com,8266311242531,2025-05-28,Lake Jason,Idaho,Myanmar,60+
CUST000096,Michael,Garcia,cust000096@example.com,1146398784277,2025-02-15,New Dustinchester,Kentucky,Gibraltar,46-60
CUST000097,Laurie,Garza,cust000097@example.com,5788118799151,2025-07-22,Margaretfort,Wyoming,Guyana,60+
CUST000098,Brent,Tapia,cust000098@example.com,7030439075202,2024-12-02,Webbmouth,Maryland,Pakistan,26-35
CUST000099,Tara,Frye,cust000099@example.com,0165832052346,2025-09-02,Cynthiafort,Hawaii,Central African Republic,36-45
CUST000100,Ashley,Park,cust000100@example.com,0223342851199,2025-01-12,East Laurabury,Utah,British Virgin Islands,36-45
CUST000101,David,Hopkins,cust000101@example.com,9006708816062,2024-04-23,West Rileyport,Oregon,Denmark,46-60
CUST000102,Benjamin,Lane,cust000102@example.com,1866493039513,2025-05-23,Lake Jessicaville,Idaho,Greenland,26-35
CUST000103,James,Bush,cust000103@example.com,8434770691908,2025-06-05,Mirandafurt,Ohio,Peru,46-60
CUST000104,Victoria,Carroll,cust000104@example.com,8027466705810,2024-06-29,Petersenport,Virginia,Philippines,26-35
CUST000105,Jorge,Simon,cust000105@example.com,2219998789712,2025-07-02,East Jacobland,Michigan,Kiribati,26-35
CUST000106,Melissa,Quinn,cust000106@example.com,6554649329312,2024-05-11,Luisborough,Michigan,Bhutan,60+
CUST000107,David,Hart,cust000107@example.com,7976916993213,2024-03-30,New Jenniferview,Kansas,Bermuda,60+
CUST000108,Kathryn,Donaldson,cust000108@example.com,4708287106238,2025-07-28,North Charlesland,Vermont,Aruba,18-25
CUST000109,William,Chambers,cust000109@example.com,9308379726870,2024-04-23,Wilsonshire,Connecticut,France,18-25
CUST000110,Howard,Miller,cust000110@example.com,6087403569129,2024-03-15,West Lynnborough,California,Cyprus,60+
CUST000111,Amy,Green,cust000111@example.com,2514475377400,2025-03-28,Hudsonmouth,Michigan,Portugal,26-35
CUST000112,Shari,Lyons,cust000112@example.com,1685028198614,2025-03-07,New Patriciaville,Texas,Armenia,60+
CUST000113,Stephen,Watson,cust000113@example.com,9934716931192,2024-11-01,South Shaneside,Arkansas,Mauritania,46-60
CUST000114,Beth,Hayden,cust000114@example.com,4893115127968,2024-06-16,Jonesborough,Colorado,Jordan,18-25
CUST000115,Donald,Armstrong,cust000115@example.com,9098899387029,2024-10-15,East Clintonmouth,Delaware,Czech Republic,36-45
CUST000116,William,Rice,cust000116@example.com,1028929808036,2025-05-31,North Alexander,Colorado,Iran,60+
CUST000117,Chelsea,Wang,cust000117@example.com,9559001189952,2025-08-12,Wilsonburgh,California,Oman,60+
CUST000118,Brandi,Mcintyre,cust000118@example.com,1111283850174,2025-07-03,South Alexis,Connecticut,Zambia,26-35
CUST000119,Gloria,Johnson,cust000119@example.com,9714645179817,2024-03-08,Brandtport,Utah,Australia,18-25
CUST000120,Charles,Bender,cust000120@example.com,6001052204086,2024-10-18,East Joseph,New Jersey,Barbados,18-25
CUST000121,Raymond,Ochoa,cust000121@example.com,0052546861061,2025-01-29,Lake William,North Dakota,Bosnia and Herzegovina,26-35
CUST000122,Mark,Romero,cust000122@example.com,6429200948852,2025-09-28,Jacobsstad,South Dakota,Micronesia,46-60
CUST000123,William,Clark,cust000123@example.com,1798745350270,2025-02-11,Gonzalezburgh,Vermont,Puerto Rico,60+
CUST000124,Christopher,Cline,cust000124@example.com,5479376119307,2025-03-17,New Shane,Idaho,Tokelau,26-35
CUST000125,Cody,Russell,cust000125@example.com,9595122900064,2025-09-28,Dennisberg,New Hampshire,China,18-25
CUST000126,Veronica,Sherman,cust000126@example.com,9456066269989,2024-10-08,Port Maria,Tennessee,French Southern Territories,46-60
CUST000127,Jason,Rivera,cust000127@example.com,2838930116195,2025-12-23,Pearsonfurt,South Dakota,Nigeria,46-60
CUST000128,Gene,Miranda,cust000128@example.com,5207456133691,2024-05-27,Saraside,Oklahoma,Germany,36-45
CUST000129,Lori,Cordova,cust000129@example.com,5304560245991,2024-10-25,East Erin,West Virginia,Bhutan,18-25
CUST000130,Allison,Wise,cust000130@example.com,3238798767461,2025-03-15,Watsontown,Delaware,Saint Martin,46-60
CUST000131,Kathryn,Johnson,cust000131@example.com,1593492414578,2024-04-29,Castillomouth,Pennsylvania,Romania,26-35
CUST000132,Ryan,Graham,cust000132@example.com,7799221417040,2024-11-05,West Joshuaside,Arizona,Belize,60+
CUST000133,Debra,Lopez,cust000133@example.com,7240546095657,2025-06-09,North Douglas,Oklahoma,British Indian Ocean Territory (Chagos Archipelago),60+
CUST000134,Elizabeth,Tucker,cust000134@example.com,9430809611492,2024-01-21,Port Madisonport,Maine,Kyrgyz Republic,60+
CUST000135,Lance,Gibson,cust000135@example.com,9711660286457,2025-02-17,Williamside,Tennessee,Israel,60+
CUST000136,Kimberly,Martin,cust000136@example.com,1851742699817,2025-07-03,New John,Kentucky,Iraq,26-35
CUST000137,Nicole,Johnson,cust000137@example.com,1585476192433,2024-02-07,Hermanfurt,Mississippi,Syrian Arab Republic,18-25
CUST000138,Kara,Watson,cust000138@example.com,4343015203686,2023-12-30,Allisonfort,Idaho,Denmark,46-60
CUST000139,Gina,Roberson,cust000139@example.com,2117906940518,2024-01-10,North Johnton,Connecticut,New Zealand,36-45
CUST000140,Martin,Garcia,cust000140@example.com,0235232926045,2024-04-26,New Richardport,Illinois,Martinique,60+
CUST000141,Tracy,Johnson,cust000141@example.com,8243665960890,2025-07-25,South Robert,West Virginia,France,26-35
CUST000142,Larry,Kelly,cust000142@example.com,5418664624326,2024-04-25,Stuartside,Iowa,Zimbabwe,36-45
CUST000143,Donald,Walker,cust000143@example.com,9451839295094,2025-06-19,Lake Thomasville,Illinois,French Guiana,60+
CUST000144,Jo,Wells,cust000144@example.com,3398475057887,2025-07-17,New Rebeccamouth,Arizona,Guinea-Bissau,60+
CUST000145,William,Turner,cust000145@example.com,6848691336351,2025-09-10,Port William,Kansas,Qatar,46-60
CUST000146,Suzanne,Harris,cust000146@example.com,8949114724359,2025-11-12,North Johnview,Wyoming,French Southern Territories,46-60
CUST000147,Edwin,Hall,cust000147@example.com,8176133477339,2024-06-28,North Brian,New Mexico,Bermuda,18-25
CUST000148,Kimberly,Lopez,cust000148@example.com,0874972006072,2024-10-22,Heidiport,Nebraska,Netherlands,26-35
CUST000149,Sierra,Cantrell,cust000149@example.com,9588038539589,2024-12-20,Toddshire,Wisconsin,British Virgin Islands,46-60
CUST000150,Brenda,Newton,cust000150@example.com,3027111581323,2024-11-07,West Debra,Michigan,Jamaica,26-35
CUST000151,Robert,King,cust000151@example.com,1503354020215,2024-09-17,North Ashleyfort,Pennsylvania,Croatia,46-60
CUST000152,Ashley,Mullins,cust000152@example.com,3981061680028,2024-09-22,Port Joshuafurt,Illinois,Gibraltar,26-35
CUST000153,Melissa,Hopkins,cust000153@example.com,6184566568918,2024-02-03,South Robertberg,Idaho,Andorra,18-25
CUST000154,Christopher,Gilbert,cust000154@example.com,8636237218824,2024-03-30,Lake Ernestmouth,Wyoming,Senegal,26-35
CUST000155,Charles,Jackson,cust000155@example.com,2597265157073,2024-05-25,New Pamelafort,California,Antarctica (the territory South of 60 deg S),36-45
CUST000156,Tasha,Thornton,cust000156@example.com,7061651191069,2024-03-15,Lake Edward,Maryland,Mayotte,18-25
CUST000157,Rachel,Brown,cust000157@example.com,3580035696685,2025-07-09,Kristafurt,Vermont,Marshall Islands,36-45
CUST000158,Anna,Goodwin,cust000158@example.com,7736601357351,2025-01-20,Sanderschester,Pennsylvania,Malaysia,60+
CUST000159,Tara,Farley,cust000159@example.com,4037296005696,2025-03-31,East Bryanton,Mississippi,Korea,26-35
CUST000160,Brian,Frank,cust000160@example.com,5728990371670,2025-11-21,Williamsburgh,Texas,Bouvet Island (Bouvetoya),36-45
CUST000161,James,Franklin,cust000161@example.com,3722002158243,2024-07-06,Suttonport,South Dakota,Indonesia,26-35
CUST000162,Steven,Williams,cust000162@example.com,1949367243371,2025-02-16,West Colleenview,Colorado,Tanzania,18-25
CUST000163,Joy,Bowers,cust000163@example.com,5615681832823,2024-03-31,South Heather,Arkansas,Saint Kitts and Nevis,36-45
CUST000164,Jason,Russell,cust000164@example.com,0981115227224,2025-11-05,South Elizabeth,Oklahoma,Oman,26-35
CUST000165,John,Mcdaniel,cust000165@example.com,8595642719490,2024-12-27,Anthonyburgh,Illinois,Romania,26-35
CUST000166,Robert,Moore,cust000166@example.com,4428431490115,2025-11-01,West Robert,Virginia,Turkmenistan,46-60
CUST000167,Donald,Horton,cust000167@example.com,4263814602565,2025-11-03,North Rebekahberg,Georgia,Moldova,46-60
CUST000168,Alexandria,Smith,cust000168@example.com,7474018873637,2024-06-26,Allenmouth,South Carolina,Brazil,46-60
CUST000169,Alexis,Dixon,cust000169@example.com,3136551853964,2025-06-03,Heidishire,Florida,Uganda,46-60
CUST000170,Anne,Smith,cust000170@example.com,0874984640612,2024-12-29,Port Susan,Pennsylvania,Timor-Leste,26-35
CUST000171,Tim,Garcia,cust000171@example.com,6992411856114,2025-04-27,Port Ashley,Tennessee,Greece,18-25
CUST000172,Rachel,Neal,cust000172@example.com,6330008159190,2024-05-05,Griffinport,Wyoming,Pakistan,26-35
CUST000173,Steven,Bishop,cust000173@example.com,1549726188343,2024-08-04,Lake Kyleland,New Jersey,Christmas Island,46-60
CUST000174,Julie,Abbott,cust000174@example.com,5311273738930,2025-09-02,Christianstad,Idaho,Qatar,46-60
CUST000175,Meredith,Norris,cust000175@example.com,5577170470210,2025-01-20,Jonesfort,Virginia,Macao,46-60
CUST000176,Colton,Robertson,cust000176@example.com,1199980321934,2025-05-11,Port Lindseytown,Minnesota,Poland,18-25
CUST000177,Steven,Allen,cust000177@example.com,4626676007057,2024-08-15,Brandonborough,New York,Saint Lucia,60+
CUST000178,Melody,Wilcox,cust000178@example.com,9578014721597,2025-07-25,New Patrickhaven,Kentucky,Algeria,18-25
CUST000179,Patricia,Pratt,cust000179@example.com,7858251346641,2024-05-15,Jefferybury,Rhode Island,Brazil,36-45
CUST000180,Melissa,Gonzalez,cust000180@example.com,2527903083582,2024-10-18,Port Brent,Alaska,Lao People's Democratic Republic,26-35
CUST000181,Stephanie,Zimmerman,cust000181@example.com,9041942908766,2025-04-22,Port Melissa,Maryland,Cape Verde,18-25
CUST000182,Gina,Dean,cust000182@example.com,1647270069251,2024-11-23,South Bradleyton,Virginia,Lithuania,46-60
CUST000183,Jason,Bowman,cust000183@example.com,4548499244422,2025-09-05,East Chloeshire,Louisiana,Gibraltar,18-25
CUST000184,Amy,Curry,cust000184@example.com,8869731895042,2025-10-21,Ericport,North Carolina,United Arab Emirates,18-25
CUST000185,Carlos,Butler,cust000185@example.com,2240779387125,2024-10-27,North Meghanville,Texas,Vanuatu,46-60
CUST000186,Allison,Burns,cust000186@example.com,5029248878752,2024-06-16,New Crystal,Massachusetts,Brunei Darussalam,18-25
CUST000187,Sandra,Kelly,cust000187@example.com,0076477082164,2025-09-18,Lake Markberg,North Dakota,Afghanistan,36-45
CUST000188,Stephen,Underwood,cust000188@example.com,7462759098564,2024-12-25,South William,New Mexico,Latvia,60+
CUST000189,Shawn,Mills,cust000189@example.com,1519784811681,2025-01-03,Davidville,Tennessee,Samoa,60+
CUST000190,Michelle,Young,cust000190@example.com,4720700580781,2024-09-19,Port Marie,Tennessee,Bhutan,60+
CUST000191,Veronica,Ramos,cust000191@example.com,4889498189226,2024-11-28,Patriciaton,Connecticut,Cote d'Ivoire,36-45
CUST000192,Kayla,Garcia,cust000192@example.com,3439758565681,2025-08-06,West Philiphaven,Washington,Uganda,18-25
CUST000193,Isaac,Long,cust000193@example.com,6615444739763,2024-02-25,West Christy,South Carolina,Niue,60+
CUST000194,Jacqueline,Wilkins,cust000194@example.com,3936141457825,2024-12-02,Port Stacyhaven,Connecticut,Belize,46-60
CUST000195,Christopher,Turner,cust000195@example.com,8400732259760,2024-04-24,Jessicafurt,Utah,Canada,46-60
CUST000196,Richard,Hopkins,cust000196@example.com,9081104043709,2025-07-17,Haysview,Connecticut,Central African Republic,46-60
CUST000197,Katherine,Garcia,cust000197@example.com,3367307391077,2025-07-13,South Danieltown,Utah,Morocco,60+
CUST000198,Paul,Valenzuela,cust000198@example.com,7747945175466,2025-09-22,Port Laurenberg,Oklahoma,Belize,36-45
CUST000199,Victoria,Smith,cust000199@example.com,5530547401850,2025-01-08,South Bradbury,Kansas,Niger,46-60
CUST000200,Michael,Lewis,cust000200@example.com,4304326966658,2025-11-09,South Todd,Nevada,Syrian Arab Republic,60+
CUST000201,Sonya,White,cust000201@example.com,8717243126353,2024-05-24,New Emilyton,Nevada,Jersey,60+
CUST000202,Edward,Walker,cust000202@example.com,6900256269678,2025-02-01,Chandlerfort,New Jersey,Moldova,26-35
CUST000203,Sherry,Harrison,cust000203@example.com,1045050619704,2024-05-22,Millerton,Alaska,Wallis and Futuna,36-45
CUST000204,Antonio,Pitts,cust000204@example.com,0125797056352,2025-06-05,Santiagoberg,Michigan,Costa Rica,60+
CUST000205,Maria,Roberts,cust000205@example.com,6954657262520,2024-05-03,Port Tannerburgh,Vermont,Brunei Darussalam,60+
CUST000206,Michelle,Cox,cust000206@example.com,8739448371165,2024-06-12,Lake Shannonchester,Kentucky,Bosnia and Herzegovina,60+
CUST000207,Thomas,Lewis,cust000207@example.com,0266301454908,2024-11-12,North John,Michigan,Madagascar,18-25
CUST000208,David,Osborne,cust000208@example.com,7476661277781,2025-05-25,West Jacquelineton,Ohio,Belgium,18-25
CUST000209,Taylor,Lopez,cust000209@example.com,2494925590112,2024-12-21,Huertaland,Missouri,Syrian Arab Republic,46-60
CUST000210,David,White,cust000210@example.com,5775525656414,2024-11-22,Port Kennethborough,Delaware,Trinidad and Tobago,26-35
CUST000211,Samantha,Garcia,cust000211@example.com,7032451522461,2024-02-10,Josephtown,Connecticut,Cape Verde,60+
CUST000212,Penny,Jenkins,cust000212@example.com,7222483071037,2025-05-22,Joneshaven,Virginia,Ireland,46-60
CUST000213,Sharon,Nicholson,cust000213@example.com,2969221282836,2024-12-06,Lake Ronald,Alabama,Pitcairn Islands,46-60
CUST000214,Brandi,Robinson,cust000214@example.com,0975530912257,2024-06-13,West Cheryl,New Mexico,Slovakia (Slovak Republic),26-35
CUST000215,Rebecca,Bradley,cust000215@example.com,0633049220979,2024-07-29,East Stephanie,Massachusetts,Germany,26-35
CUST000216,Sean,Williams,cust000216@example.com,9799897752876,2024-07-01,South Michaelstad,Nebraska,Uruguay,18-25
CUST000217,Emily,Robinson,cust000217@example.com,8355613863160,2025-11-24,New Justinchester,Texas,Guernsey,26-35
CUST000218,Aaron,Hoover,cust000218@example.com,6314758233398,2024-05-30,North April,Maine,Bulgaria,26-35
CUST000219,Jared,Clark,cust000219@example.com,4567467249292,2025-08-12,Ronaldhaven,West Virginia,Guinea-Bissau,60+
CUST000220,Jeffrey,Johnson,cust000220@example.com,8191434421411,2024-07-13,Kennethchester,Texas,Western Sahara,46-60
CUST000221,Andre,Thomas,cust000221@example.com,1021506452700,2024-01-31,South James,Oregon,Kenya,18-25
CUST000222,Carrie,Meadows,cust000222@example.com,1363154550507,2024-02-26,Smithshire,Louisiana,Libyan Arab Jamahiriya,26-35
CUST000223,Walter,Howell,cust000223@example.com,2170807159786,2025-03-30,Port Edward,Delaware,American Samoa,26-35
CUST000224,Adam,King,cust000224@example.com,2307136435616,2025-02-05,New Anne,Rhode Island,Cambodia,60+
CUST000225,Justin,Black,cust000225@example.com,2845888862888,2024-04-04,West Jack,Hawaii,Dominica,60+
CUST000226,Jeremy,Taylor,cust000226@example.com,8114039878804,2025-06-19,Wendystad,Idaho,Cote d'Ivoire,36-45
CUST000227,Mary,Lopez,cust000227@example.com,2752093194967,2024-12-18,Lake Tammybury,Michigan,Christmas Island,26-35
CUST000228,Daniel,Clark,cust000228@example.com,5864349647631,2025-04-05,North Jerryton,Florida,Nauru,26-35
CUST000229,Karen,Cardenas,cust000229@example.com,3482529102048,2025-07-02,Port Raymondchester,Utah,Grenada,26-35
CUST000230,Kyle,Brown,cust000230@example.com,5521100821068,2025-03-20,Ellisberg,Idaho,United Kingdom,46-60
CUST000231,Michelle,Ramirez,cust000231@example.com,3505755365468,2025-01-20,New Roberttown,Maryland,Isle of Man,18-25
